age,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
13,0.00018,0.000204921,0.00020027,0.000194468,0.000189885,0.000185239,0.000180674,0.000175904,0.000171321,0.000167743,0.000162983,0.000159453,0.000154704,0.000151159,0.000147648,0.000144156,0.000140426,0.000136922,0.000133265,0.000129805,0.000126112,0.000123669,0.000119985,0.000117759,0.000114123,0.000111719,0.000107852,0.00010544,0.000103059,0.000100632,0.000098,0.0000957,0.0000933,0.0000907,0.0000881,0.0000858,0.0000844,0.0000821,0.0000795,0.0000783,0.0000757,0.0000744,0.0000718,0.0000708,0.0000682,0.0000669,0.0000657,0.0000629,0.0000616,0.0000603,0.0000591
14,0.000242,0.000275347,0.000269652,0.000262732,0.000257223,0.000251527,0.000246044,0.000240205,0.000234683,0.000230127,0.000224301,0.000219903,0.000214082,0.000209651,0.000205285,0.000200944,0.000196188,0.000191818,0.000187262,0.000183039,0.000178335,0.000175107,0.000170489,0.000167649,0.000163102,0.000160009,0.000155048,0.000151941,0.000148887,0.000145684,0.000142218,0.000139201,0.000136293,0.000132842,0.000129322,0.000126422,0.000124411,0.000121507,0.000118165,0.00011635,0.000112955,0.000111067,0.000107745,0.000106388,0.000102959,0.000101262,0.0000994,0.0000957,0.000094,0.0000921,0.0000904
15,0.000324,0.000381737,0.000374597,0.000366341,0.000359583,0.000352424,0.000345692,0.000338546,0.000331754,0.000325768,0.00031863,0.000313006,0.000305859,0.000300182,0.000294594,0.000289019,0.000282969,0.000277347,0.000271706,0.00026643,0.000260423,0.000255992,0.000250257,0.000246284,0.000240615,0.000236509,0.000230349,0.000226227,0.000222163,0.000217754,0.000213204,0.000209174,0.000205459,0.000200907,0.000196273,0.00019254,0.000189395,0.000185655,0.000181397,0.000178647,0.000174294,0.000171459,0.000167202,0.000165006,0.000160606,0.000158154,0.000155373,0.000150747,0.000148241,0.000145456,0.000142961
16,0.000498,0.000527154,0.000518204,0.000508551,0.000500271,0.000491291,0.000483027,0.000474458,0.000466136,0.000458275,0.000449711,0.000442519,0.00043393,0.000426686,0.000419521,0.000412348,0.000404838,0.000397617,0.000390811,0.000384245,0.000376752,0.000370675,0.000363783,0.000358042,0.000351177,0.000346,0.000338513,0.000333059,0.000327644,0.000321576,0.00031581,0.000310405,0.000305654,0.000299864,0.000294016,0.000289219,0.000284363,0.000279557,0.000274385,0.000270208,0.000264928,0.000260691,0.000255496,0.000251724,0.000246408,0.000242836,0.000238622,0.000233523,0.000229893,0.000225681,0.000222063
17,0.000655,0.0007,0.000689,0.000678,0.000668,0.000657,0.000647,0.000637,0.000627,0.000617,0.000607,0.000598,0.000588,0.000579,0.00057,0.000561,0.000552,0.000543,0.000535,0.000527,0.000518,0.00051,0.000502,0.000494,0.000486,0.000479,0.000471,0.000464,0.000457,0.000449,0.000442,0.000435,0.000429,0.000422,0.000415,0.000409,0.000402,0.000396,0.00039,0.000384,0.000378,0.000372,0.000366,0.00036,0.000354,0.000349,0.000343,0.000338,0.000333,0.000327,0.000322
18,0.000952,0.000869726,0.000856625,0.000844245,0.000832391,0.000819402,0.00080754,0.000796062,0.00078434,0.000772294,0.000760806,0.000749933,0.00073855,0.000727812,0.0007169,0.000706096,0.000695617,0.000684945,0.000675581,0.000666098,0.000655666,0.000645854,0.000636664,0.000626479,0.000617374,0.000608819,0.000600049,0.000591488,0.000582914,0.000573138,0.000564884,0.000556386,0.000548941,0.000540833,0.00053276,0.000525553,0.000516525,0.000509352,0.000502426,0.00049464,0.000488037,0.000480284,0.0004735,0.000465378,0.000458801,0.000452329,0.00044467,0.000439709,0.00043341,0.000425723,0.000419384
19,0.001036,0.001015511,0.001000358,0.000986419,0.000972602,0.000957757,0.000943935,0.000930841,0.000917368,0.000903565,0.000890439,0.000877731,0.000864901,0.000852535,0.000839746,0.000827286,0.000815306,0.000803185,0.000792176,0.000781173,0.000769369,0.00075807,0.000747462,0.00073555,0.000725247,0.000715263,0.000705425,0.000695408,0.000685402,0.000674245,0.000664673,0.000654928,0.000645882,0.000636716,0.000627567,0.000619196,0.000608651,0.000600361,0.00059223,0.000583016,0.000575715,0.000566514,0.000558778,0.000549215,0.000541929,0.00053415,0.000525281,0.000519688,0.000512353,0.000503409,0.000495979
20,0.00112,0.001128074,0.001111013,0.001095338,0.001079555,0.001063047,0.001047267,0.001032444,0.001017255,0.001002053,0.000987179,0.000972771,0.000958434,0.000944613,0.000930103,0.000916199,0.000902727,0.000889408,0.000876569,0.000864065,0.00085098,0.000838551,0.000826346,0.000813291,0.000801687,0.000790467,0.000779238,0.000767955,0.000756723,0.000744629,0.000733731,0.00072302,0.00071237,0.000702177,0.000691951,0.000682509,0.000671063,0.000661735,0.000652184,0.000642015,0.000633846,0.000623641,0.000614771,0.000604581,0.00059639,0.000587586,0.000578022,0.000571,0.000563003,0.000553328,0.000545122
21,0.001272,0.001206906,0.001188199,0.00117076,0.001153186,0.001135278,0.001117713,0.001101191,0.001084447,0.001068202,0.001051631,0.001035767,0.001019984,0.001004941,0.000988994,0.000973908,0.000959055,0.000944789,0.000930188,0.000916314,0.00090213,0.000888851,0.000875092,0.000861408,0.000848517,0.000836294,0.000823568,0.000811282,0.00079906,0.000786401,0.000774311,0.000762877,0.000750846,0.00073969,0.000728476,0.000718139,0.000706292,0.000696051,0.000685113,0.000674406,0.000665286,0.000654519,0.000644492,0.000634286,0.000625122,0.000615598,0.000605733,0.000597127,0.000588543,0.000578579,0.000569886
22,0.001262,0.001259,0.001239,0.00122,0.001201,0.001182,0.001163,0.001145,0.001127,0.00111,0.001092,0.001075,0.001058,0.001042,0.001025,0.001009,0.000993,0.000978,0.000962,0.000947,0.000932,0.000918,0.000903,0.000889,0.000875,0.000862,0.000848,0.000835,0.000822,0.000809,0.000796,0.000784,0.000771,0.000759,0.000747,0.000736,0.000724,0.000713,0.000701,0.00069,0.00068,0.000669,0.000658,0.000648,0.000638,0.000628,0.000618,0.000608,0.000599,0.000589,0.00058
23,0.001284,0.001294398,0.0012735,0.001253327,0.001233382,0.001213601,0.001193627,0.001174511,0.001155634,0.001138069,0.001119063,0.001101265,0.001083401,0.001066701,0.001049055,0.001032379,0.001015538,0.00099996,0.000983121,0.000967296,0.000951814,0.000937069,0.000921324,0.000907101,0.000892285,0.000878687,0.000863883,0.00085043,0.000836806,0.000823535,0.000809982,0.000797473,0.000784003,0.000771299,0.000758779,0.000747356,0.000735199,0.000723587,0.000711031,0.000699793,0.000689099,0.000678044,0.000666392,0.000656465,0.000645909,0.000635575,0.000625394,0.000614678,0.000605222,0.000595244,0.000586
24,0.001365,0.001317763,0.001296312,0.001275345,0.00125487,0.001234574,0.001214033,0.001194143,0.001174727,0.001156731,0.001137119,0.001118808,0.001100403,0.001083216,0.001065261,0.001048104,0.001030706,0.001014672,0.000997481,0.000981104,0.000965402,0.000949913,0.000933849,0.000919436,0.000904077,0.000890023,0.000874846,0.000861143,0.000847025,0.000833519,0.000819705,0.000807,0.000793188,0.000779931,0.00076712,0.000755461,0.000743104,0.00073101,0.000718328,0.00070687,0.000695664,0.00068465,0.000672642,0.00066261,0.000651753,0.000641182,0.000630764,0.00061992,0.000609981,0.000600031,0.000590573
25,0.001318,0.001332641,0.001310892,0.001289426,0.001268703,0.001248086,0.001227275,0.001206878,0.001187166,0.001168825,0.001148917,0.001130299,0.00111159,0.001094071,0.001076036,0.001058538,0.001040809,0.001024411,0.001007195,0.000990486,0.000974708,0.000958548,0.000942446,0.000927853,0.000912164,0.000897755,0.000882514,0.00086869,0.000854193,0.000840489,0.000826593,0.000813213,0.000799834,0.000786178,0.000773239,0.000761457,0.000748879,0.000736411,0.000723885,0.000712227,0.000700659,0.000689713,0.000677577,0.000667305,0.000656325,0.000645586,0.000634922,0.000624312,0.000613919,0.000603984,0.000594336
26,0.001352,0.001342993,0.001321098,0.001299326,0.001278481,0.00125766,0.001236741,0.001216009,0.001196141,0.001177484,0.001157485,0.00113867,0.001119799,0.001102033,0.001084025,0.001066268,0.001048364,0.001031657,0.001014566,0.000997673,0.000981839,0.000965154,0.000949129,0.000934347,0.000918471,0.000903763,0.000888629,0.000874733,0.00085995,0.000846082,0.000832166,0.000818441,0.000805301,0.000791399,0.000778422,0.000766553,0.000753754,0.000740994,0.000728748,0.000716909,0.000705091,0.000694173,0.000682066,0.000671456,0.000660456,0.000649585,0.000638711,0.000628463,0.000617698,0.000607752,0.000597926
27,0.001331,0.001353,0.001331,0.001309,0.001288,0.001267,0.001246,0.001225,0.001205,0.001186,0.001166,0.001147,0.001128,0.00111,0.001092,0.001074,0.001056,0.001039,0.001022,0.001005,0.000989,0.000972,0.000956,0.000941,0.000925,0.00091,0.000895,0.000881,0.000866,0.000852,0.000838,0.000824,0.000811,0.000797,0.000784,0.000772,0.000759,0.000746,0.000734,0.000722,0.00071,0.000699,0.000687,0.000676,0.000665,0.000654,0.000643,0.000633,0.000622,0.000612,0.000602
28,0.001371,0.001366308,0.001344145,0.001321895,0.001300572,0.001279344,0.001258169,0.001236877,0.001216673,0.001197249,0.001177237,0.001157978,0.001138793,0.001120507,0.001102391,0.001084105,0.001066019,0.001048705,0.00103161,0.001014513,0.000998138,0.000981069,0.000964908,0.00094964,0.000933512,0.000918183,0.000903224,0.00088902,0.000873844,0.000859736,0.000845493,0.000831284,0.000818191,0.000804225,0.000791152,0.000778912,0.000765744,0.00075253,0.000740609,0.000728463,0.00071631,0.000705067,0.000693184,0.000681778,0.000670728,0.000659574,0.000648561,0.000638507,0.000627441,0.000617331,0.000607152
29,0.001393,0.001383978,0.001361558,0.001339,0.001317187,0.001295656,0.001274192,0.001252559,0.001232058,0.001212121,0.001192039,0.00117244,0.00115298,0.001134347,0.001115973,0.001097345,0.001079148,0.001061483,0.001044108,0.001026888,0.00100996,0.000992981,0.000976486,0.000960891,0.000944611,0.000928912,0.000913876,0.000899361,0.000884024,0.000869801,0.00085518,0.000840801,0.000827403,0.000813535,0.000800326,0.000787744,0.000774421,0.000761007,0.000748996,0.000736702,0.000724397,0.00071278,0.000700988,0.000689171,0.000678002,0.000666668,0.000655712,0.000645337,0.00063432,0.000624046,0.00061368
30,0.00141,0.001406459,0.001383665,0.001360726,0.001338282,0.001316364,0.001294499,0.001272473,0.001251577,0.001231039,0.001210794,0.001190785,0.001170944,0.001151907,0.001133134,0.001114107,0.001095742,0.001077686,0.001059876,0.001042484,0.00102489,0.001008037,0.000991089,0.000975102,0.000958633,0.000942528,0.000927295,0.000912372,0.000896863,0.00088248,0.000867402,0.000852859,0.000839,0.000825217,0.000811809,0.000798803,0.000785311,0.000771704,0.000759463,0.000746994,0.000734515,0.000722445,0.000710685,0.000698461,0.000687099,0.000675562,0.000664671,0.0006538,0.000642866,0.000632384,0.00062182
31,0.001467,0.001434267,0.001410956,0.001387544,0.001364361,0.001341958,0.001319581,0.001297101,0.001275708,0.001254482,0.001233945,0.001213465,0.001193118,0.001173624,0.00115431,0.001134827,0.001116205,0.001097707,0.001079344,0.001061702,0.001043394,0.001026579,0.001009111,0.000992658,0.000975954,0.000959413,0.000943861,0.00092844,0.00091272,0.000898093,0.000882535,0.000867797,0.000853384,0.000839586,0.000825915,0.000812429,0.000798721,0.000784921,0.000772341,0.000759646,0.000746944,0.000734394,0.000722577,0.000709956,0.00069832,0.000686559,0.000675677,0.000664232,0.000653332,0.000642606,0.000631831
32,0.001466,0.001468,0.001444,0.00142,0.001396,0.001373,0.00135,0.001327,0.001305,0.001283,0.001262,0.001241,0.00122,0.0012,0.00118,0.00116,0.001141,0.001122,0.001103,0.001085,0.001066,0.001049,0.001031,0.001014,0.000997,0.00098,0.000964,0.000948,0.000932,0.000917,0.000901,0.000886,0.000871,0.000857,0.000843,0.000829,0.000815,0.000801,0.000788,0.000775,0.000762,0.000749,0.000737,0.000724,0.000712,0.0007,0.000689,0.000677,0.000666,0.000655,0.000644
33,0.001515,0.001508417,0.001483531,0.00145881,0.001433942,0.001410219,0.001386483,0.001362887,0.001340163,0.001317302,0.001295634,0.001274069,0.001252253,0.001231696,0.001210867,0.001190284,0.001170754,0.001151181,0.00113149,0.001112996,0.001093383,0.001075861,0.001057362,0.001039724,0.001022355,0.001004873,0.000988295,0.00097164,0.000955264,0.000939727,0.000923368,0.000908005,0.000892436,0.000877972,0.000863573,0.000849045,0.000834647,0.000820428,0.000806953,0.000793547,0.000780148,0.000766769,0.000754432,0.000741075,0.000728615,0.000716359,0.000705058,0.000692603,0.000681296,0.000669997,0.000658751
34,0.001488,0.001556671,0.001530717,0.001505137,0.001479346,0.001454767,0.001430175,0.001405896,0.001382322,0.00135852,0.00133599,0.001313788,0.001291021,0.001269826,0.00124805,0.0012268,0.001206591,0.001186357,0.001165923,0.00114679,0.001126619,0.001108268,0.001089271,0.001070908,0.001053079,0.001035079,0.001017799,0.001000416,0.000983559,0.00096733,0.000950659,0.000934819,0.000918692,0.000903535,0.000888653,0.000873578,0.000858675,0.000844188,0.000830181,0.000816269,0.000802367,0.000788653,0.00077583,0.000762121,0.000749116,0.000736565,0.000724787,0.000711956,0.000700152,0.000688519,0.000676983
35,0.001573,0.001614179,0.001586999,0.001560421,0.001533641,0.001508069,0.001482489,0.001457425,0.001432865,0.001408051,0.001384494,0.00136154,0.001337725,0.001315775,0.001292963,0.00127094,0.001249917,0.001228909,0.001207678,0.001187754,0.001167034,0.001147611,0.001128071,0.001108902,0.001090498,0.001071921,0.001053829,0.001035646,0.001018197,0.001001144,0.000984142,0.00096771,0.00095101,0.000934988,0.000919525,0.000903866,0.000888358,0.000873516,0.000858916,0.000844399,0.000829896,0.000815838,0.000802399,0.000788317,0.000774695,0.000761779,0.000749376,0.000736198,0.00072375,0.000711734,0.000699833
36,0.001619,0.00168262,0.00165408,0.001626362,0.001598517,0.001571807,0.001545096,0.001519131,0.001493434,0.001467549,0.001442824,0.001418956,0.001394045,0.001371178,0.001347277,0.001324347,0.001302389,0.00128047,0.001258384,0.001237508,0.001216197,0.001195531,0.001175345,0.001155294,0.001136177,0.001116942,0.001097939,0.001078883,0.001060722,0.001042737,0.001025319,0.00100817,0.000990855,0.000973861,0.0009577,0.000941405,0.000925196,0.000909867,0.000894606,0.000879392,0.000864189,0.000849723,0.000835553,0.00082105,0.000806757,0.000793372,0.000780219,0.000766671,0.000753475,0.000741009,0.000728634
37,0.001748,0.001764,0.001734,0.001705,0.001676,0.001648,0.00162,0.001593,0.001566,0.001539,0.001513,0.001488,0.001462,0.001438,0.001413,0.001389,0.001366,0.001343,0.00132,0.001298,0.001276,0.001254,0.001233,0.001212,0.001192,0.001172,0.001152,0.001132,0.001113,0.001094,0.001076,0.001058,0.00104,0.001022,0.001005,0.000988,0.000971,0.000955,0.000939,0.000923,0.000907,0.000892,0.000877,0.000862,0.000847,0.000833,0.000819,0.000805,0.000791,0.000778,0.000765
38,0.001858,0.001860785,0.001829244,0.001798808,0.001768545,0.001739088,0.00170962,0.001681424,0.001652936,0.00162478,0.001597419,0.001571014,0.001543972,0.00151857,0.001492494,0.001467224,0.001443083,0.001418798,0.001394815,0.001371502,0.001348656,0.0013253,0.001303253,0.001281238,0.001260151,0.001239246,0.001218173,0.001197153,0.001177171,0.001157093,0.001138266,0.001119268,0.001100479,0.001081501,0.001063496,0.001045699,0.001027818,0.001010912,0.000994083,0.000977207,0.000960311,0.000944586,0.00092867,0.000913063,0.000897333,0.000882531,0.000867607,0.000853014,0.000838196,0.000824553,0.000810736
39,0.001995,0.001976122,0.001942905,0.001910829,0.001879132,0.00184801,0.00181686,0.001787252,0.00175706,0.001727641,0.001698785,0.001670684,0.00164257,0.001615478,0.001588282,0.001561515,0.001536086,0.001510287,0.001485198,0.001460361,0.001436458,0.001411695,0.001388344,0.0013652,0.001342798,0.001320806,0.00129855,0.001276391,0.001255259,0.001234006,0.00121408,0.001193915,0.001174191,0.00115422,0.001135027,0.001116298,0.001097421,0.001079363,0.001061576,0.001043708,0.001025796,0.001009131,0.000992192,0.000975834,0.00095931,0.000943508,0.000927564,0.000912206,0.000896533,0.000882111,0.000867279
40,0.0029687,0.003065781,0.00301486,0.002965567,0.002917146,0.002869211,0.002821216,0.002775807,0.002729184,0.002684385,0.002640065,0.002596417,0.002553858,0.002511682,0.002470406,0.002429033,0.002389969,0.002349988,0.002311712,0.002273131,0.002236546,0.002198426,0.002162271,0.002126804,0.00209204,0.002058221,0.002024002,0.00198995,0.001957338,0.001924588,0.001893684,0.00186246,0.001832213,0.001801666,0.001771825,0.001743031,0.001713985,0.001685763,0.001658324,0.001630743,0.001603078,0.001577203,0.001550954,0.001525865,0.001500571,0.001475914,0.001451116,0.001427446,0.001403351,0.001381056,0.001357791
41,0.003345109,0.003406629,0.003350834,0.003296638,0.00324366,0.003190874,0.003138031,0.003088107,0.00303669,0.002987819,0.002939142,0.002890721,0.002844531,0.002797626,0.002752778,0.002707057,0.002664081,0.002619802,0.00257797,0.002535156,0.002494961,0.002453113,0.002413046,0.002374132,0.002335532,0.002298229,0.002260636,0.002223181,0.002187171,0.002151098,0.002116729,0.00208216,0.0020489,0.002015481,0.001982339,0.001950584,0.001918626,0.001887075,0.001856737,0.001826285,0.001795757,0.001766946,0.001737892,0.00171026,0.001682512,0.001655007,0.001627457,0.00160127,0.001574819,0.001550089,0.001524026
42,0.003833164,0.00381469,0.003753114,0.003693076,0.003634578,0.00357608,0.003517582,0.003462163,0.003405204,0.003351324,0.003297444,0.003243565,0.003192764,0.003140423,0.003091162,0.003040361,0.002992639,0.002943377,0.002897194,0.002849472,0.002804829,0.002758646,0.002714003,0.002670899,0.002627795,0.002586231,0.002544666,0.002503102,0.002463077,0.002423052,0.002384566,0.002346081,0.002309135,0.002272189,0.002235242,0.002199836,0.002164429,0.002129022,0.002095155,0.002061288,0.00202742,0.001995092,0.001962764,0.001931976,0.001901188,0.001870399,0.001839611,0.001810362,0.001781113,0.001753403,0.001724154
43,0.004176892,0.004304826,0.004236274,0.004169215,0.00410393,0.004038659,0.003973533,0.003911363,0.003847987,0.003787811,0.003727624,0.003667557,0.003610724,0.003552189,0.003497315,0.003440577,0.003387022,0.003331992,0.003280394,0.003226982,0.003176828,0.003125499,0.003075535,0.003027255,0.002978874,0.00293206,0.002885757,0.00283916,0.002794365,0.002749566,0.002706236,0.002663156,0.002621653,0.002580242,0.002538931,0.002498964,0.002459431,0.002419625,0.00238141,0.002343438,0.002305653,0.002269143,0.002232956,0.002198224,0.00216358,0.002129057,0.002094415,0.002061441,0.002028789,0.001997412,0.0019646
44,0.00488071,0.004883745,0.004806903,0.004731537,0.004658074,0.004584865,0.004512052,0.004441759,0.004371007,0.004303124,0.004235421,0.004168368,0.00410394,0.004038396,0.003976584,0.003912973,0.003852393,0.003790753,0.003732563,0.003672614,0.003615799,0.003558418,0.003502328,0.003447786,0.0033933,0.003340171,0.003288273,0.00323565,0.00318525,0.003134785,0.003085827,0.003037412,0.002990402,0.002943492,0.002897202,0.002851699,0.002807294,0.002762503,0.002719064,0.002676233,0.00263389,0.002592488,0.002551798,0.002512278,0.002472883,0.002434138,0.002394978,0.002357561,0.002320833,0.002285043,0.002248276
